,LSOA21CD,LAT,LONG,curtailment_risk
10115,E01010644,53.89666,-1.97264,5
10116,E01010645,53.90021,-1.9541,3
10117,E01010646,53.93211,-1.89504,3
10118,E01010647,53.94013,-1.88409,5
10119,E01010648,53.94635,-1.89608,2
10120,E01010649,53.81916,-1.71609,1
10121,E01010650,53.8174,-1.7103,3
10122,E01010651,53.81576,-1.72573,2
10123,E01010652,53.82006,-1.72421,4
10124,E01010653,53.82585,-1.71287,4
10125,E01010654,53.82293,-1.71036,5
10126,E01010655,53.82558,-1.72886,5
10127,E01010656,53.82035,-1.73369,4
10128,E01010657,53.82182,-1.72797,3
10129,E01010658,53.79191,-1.79087,2
10130,E01010659,53.7876,-1.79702,5
10131,E01010662,53.78337,-1.79953,1
10132,E01010663,53.78135,-1.78664,5
10133,E01010664,53.77928,-1.7982,3
10134,E01010665,53.77686,-1.79379,1
10135,E01010666,53.77633,-1.77905,3
10136,E01010667,53.7758,-1.78558,4
10137,E01010668,53.77165,-1.7898,5
10138,E01010669,53.81444,-1.82136,4
10139,E01010670,53.81549,-1.7842,4
10140,E01010671,53.81477,-1.80239,4
10141,E01010672,53.81531,-1.83873,2
10142,E01010673,53.81206,-1.7812,5
10143,E01010674,53.81693,-1.81064,5
10144,E01010675,53.81928,-1.79398,3
10145,E01010676,53.80991,-1.77494,3
10146,E01010678,53.80988,-1.8318,5
10147,E01010679,53.81297,-1.77223,1
10148,E01010680,53.83109,-1.72536,1
10149,E01010681,53.83243,-1.74133,3
10150,E01010682,53.82892,-1.71844,3
10151,E01010683,53.84398,-1.70933,2
10152,E01010684,53.84472,-1.73642,2
10153,E01010685,53.85615,-1.71797,2
10154,E01010686,53.84371,-1.74482,5
10155,E01010687,53.83776,-1.74268,3
10156,E01010688,53.83582,-1.7278,1
10157,E01010689,53.83162,-1.70964,5
10158,E01010690,53.83171,-1.73453,5
10159,E01010691,53.92134,-1.80741,5
10160,E01010692,53.91624,-1.80891,1
10161,E01010693,53.92358,-1.84345,1
10162,E01010694,53.93283,-1.81761,3
10163,E01010695,53.92653,-1.82359,2
10164,E01010696,53.92317,-1.7949,4
10165,E01010697,53.92401,-1.8333,5
10166,E01010698,53.92848,-1.81355,3
10167,E01010699,53.9277,-1.80278,2
10168,E01010700,53.87048,-1.89719,1
10169,E01010701,53.87243,-1.90195,2
10170,E01010702,53.87248,-1.90619,5
10171,E01010703,53.87075,-1.887,3
10172,E01010704,53.8546,-1.89443,1
10173,E01010705,53.86277,-1.87284,5
10174,E01010706,53.88902,-1.84111,1
10175,E01010707,53.88882,-1.87907,1
10176,E01010708,53.88071,-1.89569,2
10177,E01010709,53.87233,-1.86712,1
10178,E01010710,53.86583,-1.90853,1
10179,E01010711,53.86134,-1.90813,2
10180,E01010712,53.86115,-1.91765,5
10181,E01010713,53.85689,-1.90539,4
10182,E01010714,53.85732,-1.91664,1
10183,E01010715,53.85388,-1.92719,3
10184,E01010716,53.84867,-1.91378,4
10185,E01010717,53.85488,-1.92164,1
10186,E01010718,53.84831,-1.92777,4
10187,E01010719,53.8697,-1.91979,2
10188,E01010720,53.86887,-1.92752,2
10189,E01010721,53.86928,-1.93635,4
10190,E01010722,53.87321,-1.95612,2
10191,E01010723,53.86763,-1.91899,4
10192,E01010724,53.8641,-1.92614,3
10193,E01010725,53.86173,-1.92192,1
10194,E01010726,53.86076,-1.93263,1
10195,E01010727,53.8819,-1.91819,1
10196,E01010728,53.87218,-1.91478,5
10197,E01010729,53.87606,-1.92637,2
10198,E01010730,53.78679,-1.748,3
10199,E01010731,53.78584,-1.76437,5
10200,E01010732,53.7808,-1.75948,1
10201,E01010733,53.78376,-1.76068,5
10202,E01010734,53.78308,-1.74081,4
10203,E01010735,53.78045,-1.77578,4
10204,E01010736,53.78021,-1.75051,3
10205,E01010737,53.77823,-1.75703,4
10206,E01010738,53.77893,-1.76571,3
10207,E01010739,53.77783,-1.77195,3
10208,E01010740,53.77628,-1.76506,2
10209,E01010741,53.75868,-1.77432,1
10210,E01010742,53.77527,-1.7527,3
10211,E01010743,53.77368,-1.75679,2
10212,E01010744,53.77389,-1.7643,4
10213,E01010745,53.77092,-1.76363,3
10214,E01010746,53.76306,-1.75394,2
10215,E01010747,53.76936,-1.75596,5
10216,E01010748,53.76533,-1.76829,3
10217,E01010749,53.76574,-1.7731,2
10218,E01010750,53.75976,-1.7614,2
10219,E01010751,53.75854,-1.76907,4
10220,E01010752,53.76966,-1.82411,5
10221,E01010753,53.7679,-1.85587,4
10222,E01010754,53.76987,-1.86767,5
10223,E01010755,53.76583,-1.8051,5
10224,E01010756,53.76441,-1.83477,4
10225,E01010758,53.76653,-1.86069,1
10226,E01010759,53.75899,-1.84078,3
10227,E01010760,53.75882,-1.85707,2
10228,E01010761,53.77524,-1.80951,1
10229,E01010762,53.77346,-1.79554,1
10230,E01010763,53.77109,-1.79816,5
10231,E01010764,53.87624,-1.80735,5
10232,E01010765,53.86356,-1.84177,2
10233,E01010766,53.8576,-1.82128,3
10234,E01010767,53.91154,-1.75404,3
10235,E01010768,53.91623,-1.76272,1
10236,E01010769,53.91296,-1.74606,5
10237,E01010770,53.89979,-1.78802,1
10238,E01010771,53.90409,-1.74064,1
10239,E01010772,53.89579,-1.73718,1
10240,E01010773,53.8906,-1.72991,5
10241,E01010774,53.89309,-1.755,5
10242,E01010775,53.82809,-1.75275,3
10243,E01010776,53.82474,-1.76304,5
10244,E01010777,53.82806,-1.77199,1
10245,E01010778,53.82239,-1.75874,3
10246,E01010779,53.83898,-1.75679,4
10247,E01010781,53.8347,-1.75381,4
10248,E01010782,53.8355,-1.76758,1
10249,E01010783,53.82972,-1.75984,4
10250,E01010784,53.83821,-1.80068,4
10251,E01010785,53.83466,-1.79518,2
10252,E01010786,53.83342,-1.80509,4
10253,E01010787,53.82673,-1.78834,2
10254,E01010788,53.83245,-1.78637,4
10255,E01010789,53.82712,-1.7794,1
10256,E01010790,53.82766,-1.80845,2
10257,E01010791,53.82261,-1.77817,3
10258,E01010792,53.82328,-1.7726,2
10259,E01010793,53.81685,-1.77247,1
10260,E01010794,53.79265,-1.82154,2
10261,E01010795,53.78722,-1.87094,5
10262,E01010796,53.78273,-1.8523,4
10263,E01010797,53.80375,-1.85756,1
10264,E01010798,53.79169,-1.84966,1
10265,E01010799,53.80683,-1.82636,2
10266,E01010800,53.80187,-1.82405,4
10267,E01010801,53.80461,-1.81382,1
10268,E01010802,53.80005,-1.83006,4
10269,E01010803,53.80108,-1.79117,1
10270,E01010804,53.80953,-1.79083,5
10271,E01010805,53.80773,-1.8089,1
10272,E01010806,53.80854,-1.79797,3
10273,E01010807,53.80896,-1.78132,2
10274,E01010808,53.80711,-1.78485,4
10275,E01010809,53.8062,-1.78975,5
10276,E01010810,53.80372,-1.79676,3
10277,E01010811,53.80335,-1.78572,2
10278,E01010812,53.80123,-1.7781,5
10279,E01010813,53.80015,-1.78595,2
10280,E01010814,53.76784,-1.70899,4
10281,E01010815,53.76614,-1.71737,3
10282,E01010816,53.77145,-1.67364,3
10283,E01010817,53.76663,-1.72717,5
10284,E01010818,53.75794,-1.73507,2
10285,E01010819,53.77753,-1.71317,2
10286,E01010820,53.77129,-1.7079,3
10287,E01010821,53.77503,-1.70401,5
10288,E01010822,53.77322,-1.71652,5
10289,E01010824,53.81293,-1.76359,1
10290,E01010825,53.81241,-1.72203,1
10291,E01010826,53.81122,-1.71285,1
10292,E01010827,53.80857,-1.72324,2
10293,E01010828,53.80863,-1.73262,5
10294,E01010829,53.80596,-1.74168,1
10295,E01010830,53.80584,-1.74775,2
10296,E01010831,53.80467,-1.73499,3
10297,E01010832,53.80345,-1.72898,1
10298,E01010833,53.79432,-1.77567,1
10299,E01010834,53.7907,-1.76228,3
10300,E01010836,53.78895,-1.77189,3
10301,E01010837,53.78848,-1.78258,1
10302,E01010838,53.78494,-1.78421,4
10303,E01010839,53.78376,-1.77356,1
10304,E01010840,53.80541,-1.77504,5
10305,E01010841,53.80455,-1.76662,5
10306,E01010842,53.80159,-1.76732,5
10307,E01010843,53.80132,-1.774,4
10308,E01010845,53.7647,-1.79546,3
10309,E01010846,53.76716,-1.79339,1
10310,E01010847,53.76965,-1.77775,5
10311,E01010848,53.76812,-1.78338,1
10312,E01010849,53.76305,-1.78382,4
10313,E01010850,53.75928,-1.80096,4
10314,E01010851,53.76042,-1.78913,4
10315,E01010852,53.77165,-1.77135,2
10316,E01010853,53.77208,-1.78168,5
10317,E01010854,53.83153,-1.93538,5
10318,E01010855,53.8404,-2.00266,4
10319,E01010856,53.82992,-1.95223,2
10320,E01010857,53.80695,-1.98313,2
10321,E01010858,53.80801,-1.95152,3
10322,E01010859,53.85043,-1.93526,3
10323,E01010860,53.85917,-1.97391,3
10324,E01010861,53.83861,-1.93815,2
10325,E01010862,53.84575,-1.95897,2
10326,E01010863,53.84507,-1.93665,4
10327,E01010864,53.75602,-1.79873,3
10328,E01010865,53.75329,-1.74684,5
10329,E01010866,53.75215,-1.76588,1
10330,E01010867,53.75541,-1.78301,5
10331,E01010868,53.7451,-1.78027,2
10332,E01010869,53.7449,-1.76675,4
10333,E01010870,53.74124,-1.75526,3
10334,E01010871,53.73968,-1.77102,2
10335,E01010872,53.72977,-1.77058,3
10336,E01010873,53.73355,-1.76584,3
10337,E01010874,53.75677,-1.7911,3
10338,E01010875,53.7134,-1.79844,1
10339,E01010876,53.71058,-1.78624,1
10340,E01010877,53.70497,-1.8027,5
10341,E01010878,53.71056,-1.76821,3
10342,E01010879,53.69864,-1.75174,2
10343,E01010880,53.71317,-1.77862,2
10344,E01010881,53.74993,-1.97092,3
10345,E01010882,53.74426,-2.02507,5
10346,E01010883,53.73992,-2.06916,5
10347,E01010884,53.71329,-2.06896,3
10348,E01010885,53.69954,-2.10316,5
10349,E01010886,53.68753,-2.09643,2
10350,E01010887,53.78657,-2.05389,4
10351,E01010888,53.74514,-2.01238,4
10352,E01010889,53.69106,-1.84187,5
10353,E01010890,53.69675,-1.83224,3
10354,E01010891,53.68407,-1.80562,1
10355,E01010892,53.68427,-1.81809,5
10356,E01010893,53.68223,-1.84096,5
10357,E01010894,53.67779,-1.83158,4
10358,E01010895,53.69298,-1.80489,3
10359,E01010896,53.65915,-1.88759,5
10360,E01010897,53.69008,-1.88883,3
10361,E01010898,53.6887,-1.85628,1
10362,E01010899,53.69092,-1.86802,3
10363,E01010900,53.68537,-1.8679,5
10364,E01010901,53.67695,-1.84548,4
10365,E01010902,53.6777,-1.87021,2
10366,E01010903,53.67413,-1.85734,5
10367,E01010904,53.7183,-1.80163,1
10368,E01010905,53.73238,-1.78689,3
10369,E01010906,53.72649,-1.7993,2
10370,E01010907,53.73415,-1.8053,1
10371,E01010908,53.72007,-1.7669,2
10372,E01010909,53.7211,-1.81174,5
10373,E01010910,53.72021,-1.78633,1
10374,E01010911,53.7727,-1.8872,1
10375,E01010912,53.75662,-1.88781,1
10376,E01010913,53.76011,-1.88485,1
10377,E01010914,53.75573,-1.89607,2
10378,E01010915,53.75848,-1.87685,3
10379,E01010916,53.75046,-1.89158,4
10380,E01010917,53.73065,-1.96536,3
10381,E01010918,53.70645,-2.01184,5
10382,E01010919,53.72886,-1.98743,2
10383,E01010920,53.75623,-1.94536,2
10384,E01010921,53.72963,-1.94346,4
10385,E01010922,53.71902,-1.94403,4
10386,E01010923,53.73906,-2.012,5
10387,E01010924,53.74897,-1.90251,2
10388,E01010925,53.76292,-1.91349,1
10389,E01010926,53.753,-1.91887,4
10390,E01010927,53.74048,-1.9087,2
10391,E01010928,53.72984,-1.90749,1
10392,E01010929,53.72988,-1.88871,4
10393,E01010930,53.72946,-1.89323,2
10394,E01010931,53.75528,-1.81798,1
10395,E01010932,53.75878,-1.80684,5
10396,E01010933,53.74848,-1.81125,2
10397,E01010934,53.7379,-1.85705,1
10398,E01010935,53.74054,-1.82322,5
10399,E01010936,53.74955,-1.83666,4
10400,E01010937,53.73211,-1.83385,3
10401,E01010938,53.73559,-1.87834,3
10402,E01010939,53.73822,-1.89105,2
10403,E01010940,53.74763,-1.87941,4
10404,E01010941,53.74555,-1.89243,1
10405,E01010942,53.74374,-1.88598,4
10406,E01010943,53.73943,-1.87973,4
10407,E01010944,53.73944,-1.88552,2
10408,E01010945,53.69675,-1.7937,5
10409,E01010946,53.68943,-1.77985,5
10410,E01010947,53.69227,-1.76973,4
10411,E01010948,53.68515,-1.79454,2
10412,E01010949,53.70125,-1.78036,4
10413,E01010950,53.69808,-1.7858,3
10414,E01010951,53.69418,-1.78773,1
10415,E01010952,53.6819,-1.94444,1
10416,E01010953,53.67098,-1.90936,1
10417,E01010954,53.66633,-1.95265,3
10418,E01010955,53.65239,-1.9791,3
10419,E01010956,53.70442,-1.95893,1
10420,E01010957,53.693,-1.9144,5
10421,E01010958,53.70353,-1.93551,3
10422,E01010959,53.70146,-1.9268,4
10423,E01010960,53.72848,-1.87474,3
10424,E01010961,53.73277,-1.87508,3
10425,E01010964,53.72586,-1.88248,3
10426,E01010965,53.72444,-1.86963,1
10427,E01010966,53.72337,-1.87583,4
10428,E01010967,53.73741,-1.86971,4
10429,E01010968,53.71183,-1.86111,5
10430,E01010969,53.71474,-1.86736,3
10431,E01010970,53.71078,-1.87559,5
10432,E01010971,53.70087,-1.86126,4
10433,E01010972,53.70707,-1.86067,3
10434,E01010973,53.70185,-1.8732,5
10435,E01010974,53.71549,-1.87869,3
10436,E01010975,53.7148,-1.89519,2
10437,E01010976,53.71695,-1.90397,2
10438,E01010977,53.70824,-1.88448,4
10439,E01010978,53.71086,-1.9188,4
10440,E01010979,53.70573,-1.9123,3
10441,E01010980,53.71229,-1.91271,5
10442,E01010981,53.71081,-1.89923,5
10443,E01010982,53.72053,-2.09278,1
10444,E01010983,53.71221,-2.09849,4
10445,E01010984,53.71238,-2.08378,3
10446,E01010985,53.71391,-2.13728,3
10447,E01010986,53.73364,-2.14179,3
10448,E01010987,53.72359,-2.11313,5
10449,E01010988,53.73424,-2.10609,2
10450,E01010989,53.71624,-1.85488,5
10451,E01010990,53.70707,-1.83045,3
10452,E01010991,53.71701,-1.83042,4
10453,E01010992,53.70874,-1.85003,2
10454,E01010993,53.69988,-1.85082,5
10455,E01010995,53.71848,-1.87263,1
10456,E01010996,53.71838,-1.87827,4
10457,E01010997,53.72471,-1.92017,1
10458,E01010998,53.72285,-1.8984,3
10459,E01010999,53.72251,-1.90964,2
10460,E01011000,53.72215,-1.89044,1
10461,E01011001,53.72008,-1.88454,3
10462,E01011002,53.71691,-1.88981,1
10463,E01011003,53.716,-1.88379,4
10464,E01011004,53.63939,-1.74098,2
10465,E01011005,53.63742,-1.73286,5
10466,E01011006,53.64126,-1.74865,1
10467,E01011007,53.63983,-1.7669,1
10468,E01011008,53.64356,-1.75561,1
10469,E01011009,53.63117,-1.74323,2
10470,E01011010,53.63276,-1.74866,5
10471,E01011011,53.62799,-1.75534,3
10472,E01011012,53.64338,-1.74055,5
10473,E01011013,53.71214,-1.59435,1
10474,E01011014,53.71179,-1.62029,5
10475,E01011015,53.71152,-1.6335,3
10476,E01011016,53.70751,-1.62652,1
10477,E01011017,53.70769,-1.63855,5
10478,E01011018,53.70496,-1.63771,2
10479,E01011019,53.70257,-1.62726,1
10480,E01011020,53.70305,-1.63456,4
10481,E01011021,53.70809,-1.61085,1
10482,E01011022,53.70295,-1.62182,1
10483,E01011023,53.71873,-1.62895,1
10484,E01011024,53.71658,-1.61817,5
10485,E01011025,53.69903,-1.66018,2
10486,E01011026,53.70313,-1.64836,1
10487,E01011027,53.72488,-1.65917,2
10488,E01011028,53.72161,-1.6407,2
10489,E01011029,53.71631,-1.63599,2
10490,E01011030,53.72051,-1.65199,2
10491,E01011031,53.71728,-1.65877,2
10492,E01011032,53.71457,-1.64498,4
10493,E01011033,53.71325,-1.65362,1
10494,E01011034,53.71008,-1.64435,5
10495,E01011035,53.70703,-1.64519,1
10496,E01011036,53.70945,-1.65399,1
10497,E01011037,53.70592,-1.65624,1
10498,E01011038,53.66247,-1.77498,5
10499,E01011039,53.6665,-1.78698,2
10500,E01011040,53.66286,-1.78864,3
10501,E01011041,53.66566,-1.76849,1
10502,E01011042,53.66345,-1.80032,5
10503,E01011043,53.65788,-1.79207,1
10504,E01011044,53.65809,-1.79731,5
10505,E01011045,53.65897,-1.78198,1
10506,E01011046,53.67846,-1.78451,4
10507,E01011047,53.67262,-1.8003,1
10508,E01011048,53.72909,-1.66435,1
10509,E01011049,53.74138,-1.66601,4
10510,E01011050,53.73875,-1.64976,4
10511,E01011051,53.7444,-1.68601,2
10512,E01011052,53.73738,-1.64045,3
10513,E01011053,53.73294,-1.65555,2
10514,E01011054,53.7275,-1.6432,3
10515,E01011055,53.75938,-1.70689,5
10516,E01011056,53.75389,-1.68063,4
10517,E01011057,53.74849,-1.70351,4
10518,E01011058,53.74854,-1.68604,2
10519,E01011059,53.74006,-1.6578,4
10520,E01011060,53.72746,-1.72313,1
10521,E01011061,53.72681,-1.71379,1
10522,E01011062,53.73878,-1.73249,5
10523,E01011063,53.72034,-1.70598,5
10524,E01011064,53.72474,-1.75069,5
10525,E01011065,53.72429,-1.72699,3
10526,E01011066,53.71889,-1.71957,5
10527,E01011067,53.71965,-1.73517,4
10528,E01011068,53.73774,-1.70948,1
10529,E01011069,53.73021,-1.75454,4
10530,E01011070,53.62989,-1.91323,3
10531,E01011071,53.61221,-1.88108,1
10532,E01011072,53.62511,-1.85298,5
10533,E01011073,53.62059,-1.87965,2
10534,E01011074,53.59815,-1.94315,3
10535,E01011075,53.62,-1.94564,1
10536,E01011076,53.60619,-1.9041,1
10537,E01011077,53.63062,-1.84669,5
10538,E01011078,53.62733,-1.88183,5
10539,E01011079,53.6359,-1.81381,5
10540,E01011080,53.63698,-1.80367,2
10541,E01011081,53.63162,-1.80159,5
10542,E01011082,53.63907,-1.79776,2
10543,E01011083,53.63231,-1.82158,3
10544,E01011084,53.63355,-1.80797,1
10545,E01011085,53.62629,-1.80984,3
10546,E01011086,53.62179,-1.82261,1
10547,E01011087,53.61358,-1.81731,1
10548,E01011088,53.61451,-1.80287,1
10549,E01011089,53.66307,-1.72602,3
10550,E01011090,53.65907,-1.74251,2
10551,E01011091,53.67551,-1.72213,2
10552,E01011092,53.65588,-1.71973,1
10553,E01011093,53.65588,-1.75547,4
10554,E01011094,53.65251,-1.75154,4
10555,E01011095,53.64857,-1.73758,4
10556,E01011096,53.6495,-1.76331,3
10557,E01011097,53.64766,-1.75367,3
10558,E01011098,53.64477,-1.76465,5
10559,E01011099,53.647,-1.74755,1
10560,E01011100,53.68521,-1.75336,3
10561,E01011101,53.66987,-1.75776,4
10562,E01011102,53.67723,-1.76058,5
10563,E01011103,53.67291,-1.74264,4
10564,E01011104,53.67427,-1.75597,2
10565,E01011105,53.67247,-1.77284,4
10566,E01011106,53.66317,-1.76283,3
10567,E01011107,53.65184,-1.77661,4
10568,E01011108,53.6837,-1.74374,5
10569,E01011109,53.61009,-1.60893,2
10570,E01011110,53.57934,-1.6246,2
10571,E01011111,53.59901,-1.61189,3
10572,E01011112,53.5927,-1.60391,2
10573,E01011113,53.58846,-1.65899,2
10574,E01011114,53.58997,-1.64436,3
10575,E01011115,53.56743,-1.65829,3
10576,E01011116,53.57472,-1.65478,1
10577,E01011117,53.57216,-1.6938,5
10578,E01011118,53.59432,-1.68857,5
10579,E01011119,53.61861,-1.62694,2
10580,E01011120,53.59693,-1.70776,1
10581,E01011121,53.68913,-1.60228,1
10582,E01011122,53.68763,-1.59747,5
10583,E01011123,53.68848,-1.61868,5
10584,E01011124,53.68221,-1.6127,5
10585,E01011125,53.69241,-1.60747,4
10586,E01011126,53.70346,-1.59505,3
10587,E01011127,53.70032,-1.61035,4
10588,E01011128,53.69863,-1.63464,5
10589,E01011129,53.69409,-1.61571,3
10590,E01011130,53.69264,-1.63264,4
10591,E01011132,53.67905,-1.6807,1
10592,E01011133,53.67658,-1.67055,2
10593,E01011134,53.6817,-1.66424,2
10594,E01011136,53.69666,-1.65337,5
10595,E01011137,53.69417,-1.65826,2
10596,E01011138,53.69061,-1.6468,2
10597,E01011139,53.68697,-1.65994,2
10598,E01011140,53.68592,-1.65121,1
10599,E01011141,53.68366,-1.64274,3
10600,E01011142,53.687,-1.67746,1
10601,E01011143,53.68299,-1.66813,4
10602,E01011144,53.67969,-1.65767,3
10603,E01011145,53.64221,-1.84958,3
10604,E01011146,53.64276,-1.85742,2
10605,E01011147,53.63747,-1.84267,4
10606,E01011148,53.64328,-1.84203,1
10607,E01011149,53.64061,-1.82248,4
10608,E01011150,53.64681,-1.83161,2
10609,E01011151,53.64001,-1.87039,2
10610,E01011152,53.63311,-1.85545,5
10611,E01011153,53.63745,-1.82353,5
10612,E01011154,53.6324,-1.83442,5
10613,E01011155,53.64968,-1.84552,1
10614,E01011156,53.70437,-1.69584,4
10615,E01011157,53.7066,-1.66369,4
10616,E01011158,53.70498,-1.68518,5
10617,E01011159,53.69863,-1.72082,4
10618,E01011160,53.69915,-1.67802,1
10619,E01011161,53.70348,-1.66572,5
10620,E01011162,53.69911,-1.69959,2
10621,E01011163,53.716,-1.66887,3
10622,E01011164,53.71727,-1.67376,2
10623,E01011165,53.71228,-1.66445,4
10624,E01011166,53.71099,-1.67805,2
10625,E01011167,53.70866,-1.67107,5
10626,E01011168,53.58511,-1.86439,4
10627,E01011169,53.60364,-1.77327,2
10628,E01011170,53.59704,-1.8081,1
10629,E01011173,53.59956,-1.80198,4
10630,E01011174,53.58084,-1.84385,1
10631,E01011175,53.59806,-1.854,3
10632,E01011176,53.59201,-1.76529,1
10633,E01011177,53.59717,-1.87463,2
10634,E01011178,53.59607,-1.84313,5
10635,E01011179,53.56261,-1.74663,3
10636,E01011180,53.56757,-1.80837,3
10637,E01011181,53.56543,-1.78821,3
10638,E01011182,53.55332,-1.86585,2
10639,E01011183,53.55067,-1.76686,2
10640,E01011184,53.57336,-1.76976,3
10641,E01011185,53.57228,-1.75954,1
10642,E01011186,53.58497,-1.78595,1
10643,E01011187,53.57776,-1.7765,2
10644,E01011188,53.57428,-1.79624,5
10645,E01011189,53.57086,-1.72905,5
10646,E01011190,53.62201,-1.71796,4
10647,E01011191,53.6306,-1.6974,4
10648,E01011192,53.64292,-1.69105,3
10649,E01011193,53.63855,-1.6387,1
10650,E01011194,53.63101,-1.7161,4
10651,E01011195,53.60469,-1.74748,2
10652,E01011196,53.60682,-1.70292,4
10653,E01011197,53.62265,-1.68199,3
10654,E01011198,53.5932,-1.71049,3
10655,E01011199,53.58086,-1.7037,1
10656,E01011200,53.64361,-1.71515,2
10657,E01011201,53.65955,-1.82365,3
10658,E01011202,53.65834,-1.84688,5
10659,E01011203,53.66043,-1.83199,1
10660,E01011204,53.65734,-1.81306,2
10661,E01011205,53.65314,-1.86714,3
10662,E01011206,53.65531,-1.82834,1
10663,E01011207,53.65417,-1.83721,2
10664,E01011208,53.65394,-1.8197,3
10665,E01011210,53.66537,-1.81769,3
10666,E01011211,53.66266,-1.84447,2
10667,E01011212,53.67844,-1.69839,2
10668,E01011213,53.67257,-1.68464,4
10669,E01011214,53.66632,-1.70053,4
10670,E01011215,53.66446,-1.68008,1
10671,E01011216,53.68643,-1.71308,1
10672,E01011217,53.69227,-1.69397,2
10673,E01011218,53.68554,-1.6911,4
10674,E01011219,53.68007,-1.70841,1
10675,E01011220,53.68805,-1.7028,3
10676,E01011221,53.68289,-1.69735,1
10677,E01011222,53.61521,-1.7967,4
10678,E01011223,53.63308,-1.76676,2
10679,E01011224,53.63385,-1.787,5
10680,E01011225,53.63485,-1.7769,4
10681,E01011226,53.62219,-1.77922,2
10682,E01011227,53.62603,-1.78898,5
10683,E01011228,53.61724,-1.79094,1
10684,E01011229,53.63942,-1.78264,3
10685,E01011230,53.63691,-1.79392,3
10686,E01011231,53.64908,-1.80649,4
10687,E01011232,53.64732,-1.7983,2
10688,E01011233,53.64624,-1.81122,1
10689,E01011234,53.6456,-1.82139,1
10690,E01011235,53.64354,-1.79518,3
10691,E01011236,53.65015,-1.78945,3
10692,E01011237,53.64208,-1.81259,5
10693,E01011238,53.6542,-1.79755,2
10694,E01011239,53.65356,-1.80845,2
10695,E01011240,53.65037,-1.81359,2
10696,E01011241,53.73589,-1.68779,1
10697,E01011242,53.73073,-1.70253,2
10698,E01011243,53.72884,-1.67814,1
10699,E01011244,53.73229,-1.69273,3
10700,E01011245,53.7188,-1.68687,1
10701,E01011246,53.71352,-1.6845,2
10702,E01011247,53.71258,-1.70741,3
10703,E01011248,53.71428,-1.6974,1
10704,E01011249,53.71176,-1.72336,3
10705,E01011250,53.70915,-1.6883,3
10706,E01011251,53.71134,-1.73127,2
10707,E01011252,53.65907,-1.64621,2
10708,E01011253,53.65913,-1.6215,4
10709,E01011254,53.66296,-1.61784,5
10710,E01011255,53.6646,-1.63138,2
10711,E01011256,53.6632,-1.6034,1
10712,E01011257,53.68422,-1.62543,2
10713,E01011258,53.67934,-1.62897,1
10714,E01011259,53.67501,-1.63886,3
10715,E01011260,53.67714,-1.64847,3
10716,E01011261,53.67416,-1.62815,5
10717,E01011262,53.67108,-1.63305,3
10718,E01011263,53.67314,-1.61988,4
10719,E01011264,53.87233,-1.68306,5
10720,E01011265,53.87343,-1.7127,4
10721,E01011266,53.87945,-1.73546,1
10722,E01011267,53.87408,-1.70276,1
10723,E01011268,53.87324,-1.6939,1
10724,E01011269,53.87004,-1.67412,1
10725,E01011270,53.87622,-1.76152,2
10726,E01011271,53.87005,-1.71699,3
10727,E01011272,53.86618,-1.70761,2
10728,E01011273,53.86694,-1.69585,4
10729,E01011274,53.86258,-1.68589,1
10730,E01011275,53.86381,-1.69611,2
10731,E01011276,53.86383,-1.6826,2
10732,E01011277,53.85963,-1.69698,1
10733,E01011278,53.85682,-1.68669,5
10734,E01011279,53.88516,-1.70667,1
10735,E01011280,53.883,-1.71914,4
10736,E01011281,53.81,-1.60522,1
10737,E01011282,53.80958,-1.62275,4
10738,E01011283,53.806,-1.60998,3
10739,E01011284,53.80294,-1.58747,4
10740,E01011286,53.80671,-1.61834,2
10741,E01011287,53.80382,-1.6342,5
10742,E01011292,53.79603,-1.59184,3
10743,E01011293,53.79718,-1.58609,4
10744,E01011294,53.7947,-1.57901,5
10745,E01011295,53.81066,-1.61683,5
10746,E01011296,53.81407,-1.39296,2
10747,E01011297,53.81173,-1.34731,3
10748,E01011298,53.78942,-1.33479,1
10749,E01011299,53.75829,-1.33197,4
10750,E01011300,53.77677,-1.38002,2
10751,E01011301,53.77303,-1.37315,2
10752,E01011302,53.77608,-1.36128,5
10753,E01011303,53.76006,-1.3619,2
10754,E01011304,53.76624,-1.37047,4
10755,E01011305,53.76365,-1.37559,5
10756,E01011306,53.76773,-1.38312,3
10757,E01011307,53.75098,-1.36798,3
10758,E01011308,53.75728,-1.38225,1
10759,E01011309,53.85143,-1.37087,1
10760,E01011310,53.85964,-1.41964,5
10761,E01011311,53.85742,-1.44915,4
10762,E01011312,53.77359,-1.54749,3
10763,E01011313,53.7713,-1.5602,5
10764,E01011314,53.77446,-1.55871,3
10765,E01011315,53.77019,-1.56569,5
10766,E01011316,53.76998,-1.55138,2
10767,E01011317,53.76798,-1.57764,2
10768,E01011318,53.77336,-1.58415,2
10769,E01011319,53.76779,-1.5559,1
10770,E01011320,53.76563,-1.55927,5
10771,E01011321,53.762,-1.56995,5
10772,E01011322,53.76605,-1.5461,5
10773,E01011323,53.81535,-1.62982,1
10774,E01011324,53.81827,-1.61298,1
10775,E01011325,53.82234,-1.6295,3
10776,E01011326,53.81807,-1.62483,2
10777,E01011327,53.81824,-1.65408,2
10778,E01011328,53.81292,-1.65727,4
10779,E01011329,53.81465,-1.63894,3
10780,E01011330,53.81864,-1.64331,2
